ID,X273C1,X273C2,X273sh18.2,X273sh18.1,X273sh53.2,X273sh53.1,X379C1,X379C2,X379sh18.2,X379sh18.1
ENSG00000207870,6,3,1,2,5,3,3,5,4,5
ENSG00000207725,1,0,0,0,0,0,0,0,0,0
ENSG00000269902,4,2,1,0,1,5,2,0,1,0
ENSG00000231566,9,5,3,1,4,10,2,0,1,0
ENSG00000212347,0,0,0,0,0,0,0,0,0,0
ENSG00000215286,0,0,0,0,0,0,0,0,0,0
ENSG00000234613,0,0,0,0,0,0,0,0,0,0
ENSG00000224701,0,0,0,0,0,1,0,0,0,0
ENSG00000213100,0,0,0,0,0,0,0,0,0,0
ENSG00000214009,0,0,0,0,0,0,0,0,0,0
ENSG00000278838,0,0,0,0,0,0,0,1,0,0
ENSG00000229145,0,0,0,0,0,1,0,0,0,0
ENSG00000236751,0,0,0,0,0,0,0,0,0,0
ENSG00000231235,0,0,0,0,0,0,0,0,0,0
ENSG00000235587,14,12,7,10,3,14,10,10,4,8
ENSG00000147121,274,289,296,288,243,374,241,364,548,686
ENSG00000224072,8,8,5,2,4,2,4,3,3,5
ENSG00000251192,92,94,74,77,80,144,61,108,83,118
ENSG00000199226,0,0,0,0,1,0,0,5,2,0
ENSG00000230844,140,197,94,116,100,144,98,130,66,98
ENSG00000277721,2,0,0,0,0,0,1,0,0,0
ENSG00000270499,3,5,1,1,1,1,1,0,0,1
ENSG00000147119,353,459,658,490,499,582,1052,1499,2089,3957
ENSG00000065923,430,424,395,458,300,531,141,204,305,302
ENSG00000213997,3,4,4,4,3,3,3,0,6,3
ENSG00000226048,0,0,0,1,1,0,0,0,0,0
ENSG00000215284,2,0,0,0,0,0,1,0,0,0
ENSG00000102218,380,421,385,425,368,577,627,780,976,1179
ENSG00000204904,2,3,1,2,1,4,1,2,4,3
ENSG00000102221,419,664,433,437,470,649,288,415,257,311
ENSG00000130988,8,3,2,5,4,11,11,29,15,11
ENSG00000206685,1,1,0,0,0,1,0,0,1,1
ENSG00000201659,5,5,0,1,3,3,1,1,0,1
ENSG00000147123,1324,1714,1388,1427,1311,1866,1303,1898,1934,2357
ENSG00000182872,3268,4487,2671,2892,2500,3765,2602,3516,2932,3638
ENSG00000237351,11,9,5,12,4,15,3,1,2,2
ENSG00000130985,10881,15056,9736,10846,9394,13782,10714,14482,13923,18775
ENSG00000224975,70,90,49,39,61,65,54,78,115,85
ENSG00000102225,4049,5414,3185,3584,3255,5041,4349,5887,5184,6313
ENSG00000102226,6360,7374,5108,6407,4983,8255,5879,7841,7284,10500
ENSG00000237623,0,0,0,0,0,0,1,0,0,0
ENSG00000266158,0,0,0,1,0,0,0,0,0,0
ENSG00000203402,0,0,0,0,0,0,0,0,0,0
ENSG00000147117,15,6,14,5,5,10,10,24,28,16
ENSG00000221459,2,1,0,0,0,1,0,0,0,0
ENSG00000232009,0,0,0,1,0,2,1,0,0,0
ENSG00000226556,2,1,3,2,0,0,0,3,1,5
ENSG00000147124,241,303,185,230,220,334,199,303,230,247
ENSG00000277605,0,0,2,0,0,0,0,0,0,0
ENSG00000196741,84,123,43,70,97,102,67,105,28,35
ENSG00000235636,6,3,5,5,7,4,3,5,7,13
ENSG00000078061,1492,1995,1337,1388,1264,1754,1303,1803,1777,2143
ENSG00000008056,54,80,18,56,44,73,56,71,86,88
ENSG00000102265,3346,4311,2739,3472,2641,4380,3680,4964,5013,7648
ENSG00000263858,0,0,0,0,0,0,0,0,0,0
ENSG00000126759,40,36,35,49,32,33,32,50,121,50
ENSG00000126767,1401,1919,1150,1332,1368,1931,1303,1729,1509,1639
ENSG00000126756,538,735,488,546,491,768,393,597,530,711
ENSG00000267064,14,17,12,7,9,12,6,2,9,5
ENSG00000187893,3,0,1,6,0,2,1,2,0,4
ENSG00000224656,0,0,0,0,0,0,0,0,0,0
ENSG00000229968,0,0,0,0,0,0,0,0,0,0
ENSG00000188459,4,5,3,5,5,5,1,0,0,3
ENSG00000279988,0,0,1,3,0,1,0,0,0,0
ENSG00000197779,187,292,211,227,176,208,152,190,334,276
ENSG00000224401,4,7,3,8,1,1,2,2,11,1
ENSG00000147118,356,419,261,316,272,380,158,222,238,263
ENSG00000221994,48,45,27,35,20,62,23,39,37,47
ENSG00000171489,0,0,0,0,0,0,0,0,0,0
ENSG00000277541,3,0,0,1,0,0,0,2,0,0
ENSG00000171483,0,0,0,0,0,0,0,0,0,1
ENSG00000171478,0,0,0,0,0,0,0,0,0,0
ENSG00000230241,0,0,0,0,0,0,0,0,0,0
ENSG00000233139,0,0,1,1,0,4,3,1,0,2
ENSG00000201517,0,0,0,0,0,0,0,0,0,0
ENSG00000225198,3,0,0,0,0,0,0,2,0,1
ENSG00000238032,0,0,0,0,0,0,0,0,0,0
ENSG00000165583,0,0,0,0,0,0,0,0,0,0
ENSG00000234780,1,0,0,0,0,0,0,0,0,0
ENSG00000204368,0,0,0,0,0,1,0,0,0,0
ENSG00000231568,0,0,0,0,0,0,0,0,0,0
ENSG00000229662,0,0,0,0,0,0,0,0,0,0
ENSG00000126752,1,0,0,1,0,1,0,0,0,0
ENSG00000232813,0,0,0,0,0,0,0,0,0,0
ENSG00000241207,0,0,1,0,0,0,0,0,0,0
ENSG00000237345,0,0,0,0,0,0,0,0,0,1
ENSG00000204648,0,1,0,0,0,0,0,1,0,2
ENSG00000234391,0,0,0,0,0,0,0,0,1,0
ENSG00000227302,0,0,0,0,0,0,0,1,0,0
ENSG00000230100,0,0,0,0,0,2,1,0,0,0
ENSG00000270747,0,0,0,0,0,0,0,0,0,0
ENSG00000165584,0,0,0,0,0,2,1,0,0,0
ENSG00000225055,2,0,0,1,0,2,0,1,0,0
ENSG00000234448,0,0,0,0,0,0,0,0,0,0
ENSG00000268009,1,0,0,0,0,0,0,0,0,0
ENSG00000269791,0,0,0,0,0,0,0,0,0,0
ENSG00000231603,0,0,0,0,0,0,0,0,0,0
ENSG00000231489,0,0,0,0,0,0,0,0,0,0
ENSG00000235350,0,0,0,0,0,0,0,0,0,0
ENSG00000226971,0,0,0,0,0,0,0,0,0,0
ENSG00000017483,125,66,49,123,64,151,12,3,7,7
ENSG00000068438,811,978,619,774,850,1211,591,792,681,819
ENSG00000224292,3,0,0,4,2,6,0,0,1,2
ENSG00000102312,428,504,270,401,265,457,232,325,257,351
ENSG00000147155,1132,1483,766,1030,868,1383,773,1077,576,760
ENSG00000276823,3,2,3,3,0,1,0,2,0,0
ENSG00000068354,591,752,422,532,367,649,320,465,455,654
ENSG00000204620,28,44,21,18,26,29,18,30,17,24
ENSG00000102317,1597,1752,1066,1211,1368,2119,2438,3298,1819,2379
ENSG00000228343,30,50,18,31,29,44,77,124,61,61
ENSG00000279528,37,47,17,16,19,35,59,97,53,53
ENSG00000220125,2,1,0,0,0,0,0,0,0,0
ENSG00000101940,2136,2532,1775,2002,1471,2008,1881,2520,2580,3136
ENSG00000231725,1,3,0,3,0,0,0,2,0,1
ENSG00000015285,161,143,98,140,80,138,39,46,51,58
ENSG00000101945,601,737,437,501,549,806,411,544,387,523
ENSG00000232828,0,3,2,0,1,0,0,1,1,1
ENSG00000206723,0,0,0,1,0,0,0,1,0,1
ENSG00000171433,0,0,0,0,0,2,0,3,0,1
ENSG00000233585,5,6,0,5,1,8,0,1,0,3
ENSG00000207367,0,0,1,0,1,0,0,0,0,0
ENSG00000102145,2,1,2,5,0,7,1,2,1,0
ENSG00000094631,2094,2370,1391,1688,1371,2106,1023,1377,1493,1180
ENSG00000187682,1,1,0,0,1,1,3,1,5,0
ENSG00000102109,361,463,343,388,307,472,2380,3153,4084,7846
ENSG00000126768,810,1163,782,863,829,1157,814,1103,1046,1322
ENSG00000102103,1027,1269,805,877,945,1346,760,1029,754,1111
ENSG00000102100,586,628,407,528,415,715,405,571,555,635
ENSG00000102096,280,339,153,210,261,347,199,215,156,187
ENSG00000068308,2245,3044,1919,2178,1898,2854,1539,2194,2004,3040
ENSG00000279155,10,14,9,6,8,4,4,11,20,6
ENSG00000223309,7,4,3,4,3,5,6,6,4,8
ENSG00000102057,80,110,45,65,33,48,26,37,90,62
ENSG00000068400,1451,1754,1004,1228,1189,1638,1251,1731,1362,1489
ENSG00000068323,1760,2284,1296,1608,1311,2048,1451,1933,1883,2615
ENSG00000147144,402,481,316,380,257,404,111,162,251,220
ENSG00000243279,627,805,675,687,485,774,622,888,929,1427
ENSG00000196998,655,877,730,789,724,922,445,671,802,1196
ENSG00000206936,3,3,0,3,4,2,1,3,4,4
ENSG00000068394,781,1055,680,797,734,1098,523,724,596,813
ENSG00000265033,6,7,6,2,1,0,0,3,2,7
ENSG00000280116,1,4,1,2,3,3,1,1,1,1
ENSG00000269313,46,40,35,39,35,39,29,40,85,98
ENSG00000279422,2,2,2,1,3,6,0,0,1,3
ENSG00000102007,1613,2039,1038,1257,1343,2140,538,748,262,400
ENSG00000012211,184,259,143,161,168,276,85,128,81,153
ENSG00000102003,472,500,310,434,375,581,316,430,452,526
ENSG00000237341,2,2,0,0,0,1,0,0,1,0
ENSG00000102001,10,8,2,7,3,8,4,4,3,5
ENSG00000230216,4,2,7,2,1,10,1,2,10,5
ENSG00000101997,503,666,431,426,369,532,413,474,456,534
ENSG00000049768,23,23,18,19,14,29,12,23,30,31
ENSG00000049769,758,940,604,792,660,950,393,541,684,840
ENSG00000270012,107,131,69,91,65,89,47,89,65,52
ENSG00000215274,1,10,1,5,1,1,0,1,1,0
ENSG00000224659,0,0,0,0,0,0,0,0,0,0
ENSG00000274274,0,0,0,0,0,0,0,0,0,0
ENSG00000275113,1,0,0,0,0,0,0,0,0,0
ENSG00000236737,0,0,0,0,0,0,0,0,0,0
ENSG00000237671,0,0,0,0,0,0,0,0,0,0
ENSG00000227488,0,0,0,0,0,0,0,0,0,0
ENSG00000216649,0,0,0,0,0,0,0,0,0,0
ENSG00000236362,0,0,0,0,0,0,0,0,0,0
ENSG00000215269,0,0,0,0,0,0,0,0,0,0
ENSG00000224902,0,0,0,0,0,0,0,0,0,0
ENSG00000205777,1,0,0,0,0,0,0,0,0,0
ENSG00000189064,0,0,0,0,0,0,0,0,0,0
ENSG00000213856,6,7,2,0,3,4,2,3,2,2
ENSG00000227391,0,0,0,0,0,0,0,1,0,0
ENSG00000068985,1,0,0,0,0,0,0,0,0,0
ENSG00000101951,0,0,0,0,0,1,0,0,0,1
ENSG00000234390,28,30,15,18,18,31,14,23,15,25
ENSG00000273820,95,91,60,74,86,99,96,117,103,101
ENSG00000220132,0,0,0,0,0,0,0,0,0,0
ENSG00000171365,377,413,272,291,345,419,342,405,478,387
ENSG00000201341,0,0,0,0,0,0,0,0,0,0
ENSG00000207758,0,0,0,0,0,0,0,0,0,0
ENSG00000207768,0,0,0,0,0,0,0,0,0,0
ENSG00000207785,0,0,0,0,0,0,0,0,0,0
ENSG00000208015,0,0,0,0,0,0,0,0,0,0
ENSG00000211538,0,0,0,0,0,0,0,0,0,0
ENSG00000239057,0,0,0,0,0,0,0,0,0,0
ENSG00000207970,0,0,0,0,0,0,0,0,0,0
ENSG00000272080,0,0,0,0,0,0,0,0,0,0
ENSG00000181977,0,0,0,0,0,0,0,0,0,0
ENSG00000202495,1,0,0,0,0,2,0,2,0,0
ENSG00000147081,0,0,0,0,0,0,0,0,0,0
ENSG00000147082,4,3,2,3,2,5,3,16,17,17
ENSG00000274588,2,2,0,0,1,2,3,0,1,0
ENSG00000158352,249,308,252,242,227,361,203,301,249,266
ENSG00000222303,0,0,0,0,0,0,0,0,0,0
ENSG00000226881,0,0,0,0,0,0,0,0,0,0
ENSG00000130385,0,0,0,0,0,1,0,0,0,0
ENSG00000238190,0,0,0,0,0,0,0,0,0,0
ENSG00000227493,0,0,0,0,0,0,0,0,0,0
ENSG00000230926,2,0,0,0,0,0,1,0,0,0
ENSG00000230317,0,0,0,0,0,0,0,0,0,0
ENSG00000237926,0,0,0,0,0,0,0,0,0,0
ENSG00000122824,12,7,5,1,10,9,107,159,102,128
ENSG00000229151,0,0,0,0,0,0,2,3,1,2
ENSG00000226530,0,0,0,0,0,0,1,0,1,1
ENSG00000187690,0,0,0,0,0,0,0,0,1,1
ENSG00000196368,4,4,3,5,4,6,252,342,309,399
ENSG00000234766,0,0,0,0,0,0,0,1,0,1
ENSG00000224109,0,0,0,0,0,0,0,0,0,0
ENSG00000283093,0,0,0,0,0,0,0,0,0,0
ENSG00000223591,0,0,0,0,0,0,0,0,0,0
ENSG00000189369,475,507,478,531,383,696,675,884,974,1376
ENSG00000179222,5660,7513,5677,5950,4196,6149,7537,10346,11552,16336
ENSG00000236576,0,0,2,0,0,1,0,0,1,0
ENSG00000252377,0,0,0,0,0,0,0,1,1,1
ENSG00000228827,1,0,0,0,0,0,1,0,0,0
ENSG00000232951,1,1,0,3,0,1,0,1,1,4
ENSG00000237528,0,0,0,0,0,0,0,0,0,0
ENSG00000232562,0,0,0,0,0,0,0,0,0,0
ENSG00000182776,0,0,0,0,0,0,0,0,0,0
ENSG00000279750,0,0,0,0,0,0,0,0,0,1
ENSG00000187243,5,4,4,4,5,9,7,11,10,9
ENSG00000221705,0,0,0,0,0,0,0,0,0,0
ENSG00000154545,6,2,3,6,1,5,14,10,14,23
ENSG00000221475,0,0,0,0,0,0,0,0,0,0
ENSG00000179028,0,0,0,0,0,0,0,0,0,0
ENSG00000276474,0,0,0,0,0,0,0,0,0,0
ENSG00000275335,0,0,0,0,0,0,0,0,0,0
ENSG00000155622,0,0,0,0,0,0,0,0,0,0
ENSG00000225957,0,0,0,0,0,0,0,0,0,0
ENSG00000276897,0,0,0,0,0,0,0,0,0,0
ENSG00000224556,0,0,0,0,0,0,0,0,0,0
ENSG00000250084,0,0,0,0,0,0,0,0,0,0
ENSG00000278358,0,0,0,0,0,0,0,0,0,0
ENSG00000278160,0,0,0,0,0,0,0,0,0,0
ENSG00000275643,0,0,0,0,0,0,0,0,0,0
ENSG00000204379,0,0,0,0,0,0,0,0,0,0
ENSG00000223395,0,0,0,0,0,0,0,0,0,0
ENSG00000204382,0,0,0,0,0,0,0,0,0,0
ENSG00000277289,0,0,0,0,0,0,0,0,0,0
ENSG00000227058,0,0,0,0,0,1,0,0,0,0
ENSG00000231593,0,0,0,0,0,0,0,0,0,0
ENSG00000228771,0,0,0,0,0,0,0,0,0,0
ENSG00000185319,1,0,0,0,0,0,0,0,0,0
ENSG00000197185,0,0,0,0,0,0,0,0,0,0
ENSG00000234792,1,0,0,0,0,0,0,0,0,0
ENSG00000157965,2,0,0,0,0,0,1,0,0,1
ENSG00000187754,0,0,0,0,0,2,0,0,0,0
ENSG00000228354,1,0,0,0,0,0,0,1,0,1
ENSG00000225508,0,0,0,0,0,0,0,0,0,0
ENSG00000237275,0,0,0,0,0,0,0,0,0,0
ENSG00000241476,0,0,0,0,0,0,0,0,0,0
ENSG00000223958,0,0,0,0,0,0,0,0,0,0
ENSG00000225397,0,0,0,0,0,0,0,0,0,0
ENSG00000229826,0,0,0,0,0,0,0,0,0,0
ENSG00000268447,0,0,0,0,0,0,0,0,0,0
ENSG00000269281,0,0,0,0,0,0,0,0,0,0
ENSG00000226867,0,0,0,0,0,0,0,0,0,0
ENSG00000204363,0,0,0,0,0,0,0,0,0,0
ENSG00000229885,0,0,0,0,0,0,0,0,0,0
ENSG00000171405,0,0,0,0,0,0,0,0,0,0
ENSG00000196395,0,0,0,0,0,0,0,0,0,0
ENSG00000224781,0,0,0,0,0,2,0,0,0,1
ENSG00000171402,0,0,0,1,0,2,0,0,0,0
ENSG00000179304,2,1,1,1,3,4,0,0,1,2
ENSG00000268350,17,18,8,19,9,19,18,20,12,21
ENSG00000184194,690,784,391,423,447,603,545,686,581,497
ENSG00000270497,15,18,12,12,19,13,12,14,18,2
ENSG00000184205,1113,1182,958,1230,754,1240,784,1207,1531,1858
ENSG00000234019,0,0,2,0,1,1,0,0,2,1
ENSG00000232593,21,31,35,6,23,34,16,16,22,22
ENSG00000235224,0,0,0,0,0,1,0,1,0,0
ENSG00000231340,11,7,6,4,5,6,6,3,4,2
ENSG00000227329,5,5,7,1,5,4,3,3,3,4
ENSG00000270189,84,112,69,48,74,79,51,87,60,76
ENSG00000126012,5487,7212,4245,4487,4006,5370,3818,5105,4885,6254
ENSG00000276575,5,2,4,1,1,2,2,2,1,3
ENSG00000277474,0,0,0,0,0,0,1,0,3,0
ENSG00000235262,1,2,1,1,0,4,0,2,2,0
ENSG00000124313,168,271,221,169,162,196,152,211,236,304
ENSG00000226299,0,0,0,0,0,0,0,0,0,0
ENSG00000207408,0,0,0,0,0,0,0,0,0,0
ENSG00000236571,0,0,0,0,0,0,0,0,0,0
ENSG00000234413,0,0,0,0,0,0,0,0,0,0
ENSG00000072501,4639,5607,3646,3843,3657,5493,4062,5725,3757,3838
ENSG00000278204,0,0,0,0,0,0,0,0,0,0
ENSG00000158423,24,24,18,20,23,40,18,18,14,15
ENSG00000072506,1237,1624,1447,1474,1604,2086,1344,1847,1794,2083
ENSG00000233250,7,20,10,12,15,11,6,10,9,11
ENSG00000235416,0,0,0,0,1,0,1,0,0,0
ENSG00000199422,0,0,0,0,0,0,0,0,0,0
ENSG00000086758,9123,12322,8149,7630,8369,11593,7683,10386,10054,10238
ENSG00000271886,2,0,1,0,2,0,3,0,3,0
ENSG00000208012,0,0,0,0,0,0,0,0,0,0
ENSG00000224735,0,0,0,0,0,0,0,0,0,0
ENSG00000226110,0,0,0,0,0,0,0,0,0,0
ENSG00000229037,1,0,0,0,0,0,0,0,0,0
ENSG00000235916,1,0,0,0,0,1,0,0,0,0
ENSG00000172943,1056,1583,855,919,726,1064,730,1127,1128,1208
ENSG00000184083,727,946,765,647,620,721,692,949,1101,1071
ENSG00000224949,0,1,1,0,0,0,0,1,0,0
ENSG00000196632,231,326,250,221,199,305,350,445,508,537
ENSG00000234566,1,3,0,0,0,0,0,1,0,0
ENSG00000207104,0,0,0,0,0,0,2,0,0,0
ENSG00000158526,1090,1439,980,1058,972,1461,1135,1578,1407,2016
ENSG00000102302,1015,1482,886,843,929,1272,1061,1474,1239,1491
ENSG00000130119,660,962,670,662,626,914,548,667,760,812
ENSG00000215197,3,0,0,0,0,0,1,2,0,0
ENSG00000102313,3,9,10,0,4,4,27,68,77,96
ENSG00000102316,3123,4428,3444,3340,2061,3666,5636,7735,7501,10097
ENSG00000221716,7,3,6,4,9,6,5,10,5,9
ENSG00000275387,0,0,0,0,0,0,0,0,0,0
ENSG00000067445,1653,2029,1292,1462,1099,1944,1607,2181,2552,3314
ENSG00000221750,0,0,0,0,0,0,0,0,0,0
ENSG00000158571,8,12,6,6,8,15,7,5,8,8
ENSG00000169188,611,713,522,546,495,701,548,721,711,868
ENSG00000158578,11,6,11,4,5,4,1,0,3,3
ENSG00000278283,0,0,0,0,0,0,0,0,0,0
ENSG00000234466,0,0,0,0,0,1,0,0,0,0
ENSG00000238269,4,1,1,1,0,4,0,0,0,0
ENSG00000234068,1,0,0,0,0,0,1,0,0,0
ENSG00000278319,0,0,0,0,0,0,0,1,0,0
ENSG00000276929,0,0,0,0,0,0,0,0,0,0
ENSG00000182518,216,258,184,163,205,262,203,244,201,272
ENSG00000186678,0,0,0,0,0,0,0,0,0,0
ENSG00000229760,0,0,0,0,0,0,0,0,0,0
ENSG00000231947,0,0,0,0,0,0,0,0,0,0
ENSG00000238047,0,0,0,0,0,0,0,0,0,0
ENSG00000256045,1,1,0,0,0,0,0,0,0,0
ENSG00000158639,0,0,0,0,0,0,1,0,0,1
ENSG00000204279,0,0,0,0,0,0,0,0,0,0
ENSG00000232765,1,0,0,0,0,1,0,0,0,0
ENSG00000266328,0,0,0,0,0,0,0,0,0,0
ENSG00000283334,0,0,0,0,0,0,0,0,0,0
ENSG00000187601,134,129,83,91,94,185,346,440,365,532
ENSG00000247746,52,42,42,56,27,77,61,99,135,121
ENSG00000277516,0,0,0,0,0,0,0,0,0,0
ENSG00000200635,0,0,0,0,0,0,0,0,0,0
ENSG00000235136,0,0,0,0,0,0,0,0,0,0
ENSG00000189299,0,0,0,0,0,0,0,0,0,0
ENSG00000229594,0,0,0,0,0,0,0,0,0,0
ENSG00000169164,0,0,0,0,0,0,0,0,0,0
ENSG00000083750,214,250,188,225,189,287,176,296,263,362
ENSG00000227486,1,1,1,1,3,2,2,10,3,8
ENSG00000214745,0,0,0,0,1,0,0,0,0,0
ENSG00000102349,4,1,3,3,0,6,4,14,18,32
ENSG00000234135,1,0,0,0,0,0,0,1,0,1
ENSG00000188021,791,1132,676,611,721,949,1112,1481,1463,1990
ENSG00000230105,0,3,2,2,5,6,5,6,20,10
ENSG00000204272,411,508,499,476,508,623,509,661,833,960
ENSG00000237748,1,0,0,0,1,1,1,0,4,1
ENSG00000224799,2,1,0,2,1,1,0,1,1,2
ENSG00000204271,374,471,285,334,339,422,296,357,307,411
ENSG00000237708,0,2,1,0,0,5,0,0,0,0
ENSG00000186787,127,176,113,106,90,131,100,141,86,143
ENSG00000226310,6,6,8,7,6,5,6,4,8,11
ENSG00000147059,4,6,4,2,2,3,2,6,5,7
ENSG00000231765,0,0,0,0,0,0,0,0,0,0
ENSG00000165591,3,2,0,1,1,1,3,4,1,6
ENSG00000231831,3,2,0,1,1,7,0,0,0,0
ENSG00000198455,225,323,228,251,248,342,255,335,284,419
ENSG00000215174,1,0,0,2,1,0,0,0,0,0
ENSG00000227427,0,0,0,0,0,1,0,0,0,0
ENSG00000198205,101,109,69,76,62,138,85,106,56,135
ENSG00000228004,1,0,0,0,0,0,0,1,0,0
ENSG00000235124,0,0,0,0,0,0,0,1,0,2
ENSG00000236852,0,1,1,2,0,3,1,0,0,2
ENSG00000235170,0,0,0,0,0,0,0,0,0,0
ENSG00000228182,0,0,0,0,0,0,0,0,0,0
ENSG00000234570,1,0,0,0,0,0,0,0,0,0
ENSG00000277499,0,0,0,0,0,0,0,0,0,0
ENSG00000230823,1,2,0,0,1,1,0,0,1,1
ENSG00000235437,331,501,284,297,371,479,435,597,469,633
ENSG00000186767,157,146,112,158,130,201,140,172,138,182
ENSG00000233661,0,0,1,0,1,0,0,2,0,3
ENSG00000131089,1661,2136,1508,1510,1300,2034,1462,1984,1754,2395
ENSG00000231729,0,0,0,0,0,0,0,2,2,0
ENSG00000236813,0,0,0,0,0,2,0,0,0,0
ENSG00000222532,0,0,0,0,0,0,0,0,0,0
ENSG00000232794,0,0,0,0,0,2,2,0,1,0
ENSG00000226010,0,0,0,0,1,0,0,0,0,2
ENSG00000184675,393,496,382,383,376,450,193,296,348,315
ENSG00000244006,0,0,0,0,0,1,0,0,0,0
ENSG00000198881,0,1,0,0,0,1,0,0,0,0
ENSG00000102043,1,0,0,1,0,0,0,0,0,0
ENSG00000213754,0,1,0,0,0,0,0,0,0,0
ENSG00000283349,0,0,0,0,0,0,0,0,0,0
ENSG00000230889,0,0,0,0,0,2,0,0,0,0
ENSG00000227261,0,0,0,0,0,0,0,0,0,0
ENSG00000226502,0,0,0,0,0,0,0,0,0,0
ENSG00000225814,0,0,0,0,0,0,0,2,0,0
ENSG00000236982,2,0,0,0,0,1,0,0,0,0
ENSG00000126970,76,81,73,62,63,82,220,306,271,338
ENSG00000237971,0,0,0,0,0,0,0,0,0,0
ENSG00000225569,2,0,0,0,0,0,0,1,0,2
ENSG00000231857,1,0,0,1,0,0,0,0,0,0
ENSG00000237963,0,0,0,0,0,0,0,0,0,0
ENSG00000102053,28,15,14,13,12,14,12,15,21,7
ENSG00000228158,32,72,22,26,19,36,20,22,21,27
ENSG00000227534,0,0,0,0,0,0,1,0,0,1
ENSG00000001497,1599,2317,1502,1537,1573,2140,1089,1461,1249,1349
ENSG00000227942,0,0,0,0,0,0,1,0,0,0
ENSG00000147065,11323,14056,9379,10543,9043,14893,11661,15778,10442,14827
ENSG00000231809,0,0,0,0,0,0,0,0,0,0
ENSG00000276689,1,0,0,0,0,0,1,0,0,0
ENSG00000233833,1,0,0,0,0,0,0,1,0,0
ENSG00000230039,0,1,0,0,0,1,0,0,1,1
ENSG00000217835,1,1,1,0,4,1,0,3,1,0
ENSG00000237311,0,0,0,0,0,0,0,0,0,1
ENSG00000274536,0,0,0,0,0,0,0,0,0,0
ENSG00000155659,0,0,0,0,0,0,0,0,0,0
ENSG00000215168,0,0,0,0,0,0,0,0,0,0
ENSG00000237294,0,1,0,0,0,0,0,0,0,0
ENSG00000089472,1,0,0,1,0,2,45,68,13,88
ENSG00000231356,0,0,0,0,0,0,0,0,0,0
ENSG00000226820,0,0,0,1,0,0,0,0,0,0
ENSG00000235892,0,0,0,0,0,0,0,0,0,1
ENSG00000131080,2,6,13,8,5,12,709,942,1181,2065
ENSG00000222667,0,0,0,0,0,0,0,0,0,0
ENSG00000226280,0,0,0,0,0,0,0,0,0,0
ENSG00000233710,0,0,0,0,0,0,0,0,0,0
ENSG00000169083,491,737,610,428,563,596,836,1207,1128,1237
ENSG00000234201,0,0,0,0,0,0,0,0,0,0
ENSG00000260118,6,3,0,5,2,9,4,10,6,16
ENSG00000079482,406,424,308,393,332,469,851,1227,997,1268
ENSG00000228328,0,3,0,0,1,0,3,4,1,2
ENSG00000252145,0,0,0,0,0,0,0,0,0,0
ENSG00000228125,0,0,0,1,0,0,0,0,1,1
ENSG00000206646,0,0,1,0,1,0,0,0,0,0
ENSG00000225925,0,0,0,0,0,1,0,1,0,2
ENSG00000181704,1337,1607,973,1188,758,1281,1414,1868,1610,1810
ENSG00000206747,0,0,0,0,0,0,0,0,0,0
ENSG00000236735,1,1,0,0,0,0,0,0,1,0
ENSG00000234463,0,0,0,0,0,0,0,0,0,0
ENSG00000130052,33,46,27,27,32,32,24,40,49,28
ENSG00000232267,0,0,0,0,0,0,0,0,0,0
ENSG00000213740,21,25,11,13,9,24,1,10,11,9
ENSG00000090776,794,1024,847,847,646,917,1867,2518,1987,2818
ENSG00000181191,642,787,562,635,576,919,930,1302,1189,1519
ENSG00000172186,0,0,1,0,0,0,1,0,1,0
ENSG00000215162,1,0,0,0,0,3,0,1,0,3
ENSG00000231706,0,0,0,0,0,0,0,0,0,1
ENSG00000130054,71,89,45,48,74,87,1,2,3,6
ENSG00000228160,0,0,0,0,0,0,0,0,0,0
ENSG00000158813,1,1,1,1,1,4,3,0,4,3
ENSG00000212434,0,0,0,0,0,0,0,0,0,0
ENSG00000233229,0,0,0,0,0,0,0,0,0,0
ENSG00000211991,0,0,0,0,0,0,0,0,0,0
ENSG00000147160,0,0,0,1,0,0,0,0,2,2
ENSG00000189401,5,0,0,2,0,1,1,1,0,0
ENSG00000226579,0,0,0,0,0,0,0,0,0,0
ENSG00000235382,2,0,0,2,1,3,0,0,1,4
ENSG00000089289,727,919,576,603,522,787,538,732,761,954
ENSG00000220925,3,3,6,2,1,4,2,3,0,1
ENSG00000203588,10,9,8,6,7,8,9,9,5,7
ENSG00000184210,0,1,2,1,0,0,0,2,1,0
ENSG00000242657,0,0,0,0,0,0,0,0,0,0
ENSG00000204195,0,0,0,0,1,1,0,0,0,0
ENSG00000186912,5,1,1,2,3,2,2,1,7,0
ENSG00000120500,13,19,17,9,9,17,22,21,40,23
ENSG00000147127,34,34,14,30,21,34,20,33,18,32
ENSG00000120509,632,775,528,638,520,920,736,939,743,1089
ENSG00000090889,1232,1560,992,1194,1279,2050,1337,1755,917,1001
ENSG00000231053,0,0,0,0,0,0,0,0,0,0
ENSG00000201377,0,0,0,0,0,0,0,0,0,0
ENSG00000130055,181,164,210,248,94,192,450,614,557,868
ENSG00000082458,418,504,261,372,375,564,738,955,476,691
ENSG00000200431,0,0,0,0,0,0,0,0,0,0
ENSG00000231651,3,3,2,2,2,2,2,5,3,7
ENSG00000120498,3,0,1,0,0,2,0,3,1,0
ENSG00000230187,0,0,0,0,0,0,0,0,0,0
ENSG00000277492,0,0,0,0,0,0,0,0,0,0
